"name","type","daging","ikan","cokelat","tepung","cabe","air","roti","sayur","susu"
"Wingko Babat","kue-roti","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"Awug-Awug","kue-roti","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Kue Cucur Gula Merah","kue-roti","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Kue Lumpur Kentang","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Lemet Singkong","kue-roti","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Kue Ku","kue-roti","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Lepet Jagung","kue-roti","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Puding Zebra","kue-roti","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Kue Kacang","kue-roti","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Roti Tawar","kue-roti","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Roti Bakar Keju Coklat","kue-roti","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Cinnamon Roll","kue-roti","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Kroket Kentang Isi Ayam Wortel","kue-roti","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Kue Lapis Beras","kue-roti","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Puding Jagung","kue-roti","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Muffin Coklat","kue-roti","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cake Pisang (Banana Bread)","kue-roti","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Bolu Gulung Pandan Keju","kue-roti","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Donat Kentang","kue-roti","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Kue Kering Nastar","kue-roti","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Bika Ambon","kue-roti","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Bolu Koja","kue-roti","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Cente Manis","kue-roti","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Combro","kue-roti","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Sagu Keju","kue-roti","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Kue Sus Isi Vla","kue-roti","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Kue Bolu Sarang Semut (Caramel Cake)","kue-roti","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Roti Manis","kue-roti","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Chocolate Lava Cake","kue-roti","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Prol Tape","kue-roti","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Poffertjes","kue-roti","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Cheese Cake Kukus (Tanpa Oven)","kue-roti","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Putu Ayu","kue-roti","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Kue Putri Salju","kue-roti","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Choco Chip Cookies (Kukis)","kue-roti","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Bolu Tape","kue-roti","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Klapertart Klasik","kue-roti","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Pisang Bolen Keju","kue-roti","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Puding Brownies","kue-roti","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Pie Vla Buah Mini (Fruit Tartlet)","kue-roti","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Kue Ketan Hitam Kukus","kue-roti","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Bolu Marmer","kue-roti","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Brownies Panggang Klasik","kue-roti","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Pastel Isi Ayam","kue-roti","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"Roti Sobek","kue-roti","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Bitterballen","kue-roti","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Roti Goreng Isi Cokelat","kue-roti","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Black Forest","kue-roti","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Kue Bangkit","kue-roti","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Kue Talam Tepung Beras Pandan","kue-roti","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Kue Mochi","kue-roti","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Kue Gabin Ragout","kue-roti","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Roti Kasur","kue-roti","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Kue Leker","kue-roti","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Sponge Cake Lemon","kue-roti","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Kue Rangi","kue-roti","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Tiramisu","kue-roti","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Chiffon Cake Pandan","kue-roti","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Risoles Ragout Sayur","kue-roti","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Kue Khamir (Kamir)","kue-roti","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Bingka Kentang","kue-roti","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Kue Lumpur Labu Kuning","kue-roti","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Roti Pisang","kue-roti","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Egg Tart Portuguese","kue-roti","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Waffle","kue-roti","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0"
"Roti Boy O (Mocha Bun)","kue-roti","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Mille Crepes","kue-roti","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Brownies Kukus Lumer ala Amanda","kue-roti","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Bolu Kukus Gula Merah","kue-roti","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Kue Talam Singkong Gula Merah","kue-roti","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Bolu Kukus Pandan","kue-roti","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Bolu Kukus Pisang","kue-roti","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Pancake Pisang","kue-roti","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Roti Isi Daging","kue-roti","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Kue Lapis Surabaya (Spikoe)","kue-roti","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kue Lumpur Surga","kue-roti","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Carrot Cake","kue-roti","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Macaroon Vanilla Oreo","kue-roti","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Chocolate Mousse Cake","kue-roti","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Brudel Keju Kukus","kue-roti","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Kue Garpu","kue-roti","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Cloud Bread","kue-roti","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Almond Crispy","kue-roti","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Roti Jala Kari Daging","kue-roti","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Apple Pie","kue-roti","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Coklat Praline Kurma Kacang Mete","kue-roti","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Bolu Panggang Coklat","kue-roti","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Kue Tusuk Gigi","kue-roti","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Kue Tart Ulang Tahun","kue-roti","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Kue Cubit","kue-roti","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Sus Buah","kue-roti","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Bolu Pisang","kue-roti","1.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Kue Pancong Betawi","kue-roti","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Martabak Manis Cokelat Kacang","kue-roti","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Kue Nastar Keju","kue-roti","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Martabak Manis Keju Susu","kue-roti","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Getuk Pisang","kue-roti","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Pukis Keju","kue-roti","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Candil Ubi Ungu","jajanan-pasar","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Lemang Tapai","jajanan-pasar","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Tela Tela Singkong","jajanan-pasar","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Madu Mongso","jajanan-pasar","1.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Ubi Goreng","jajanan-pasar","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Banana Roll","jajanan-pasar","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Tape Ketan","jajanan-pasar","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Kacang Atom (Sukro) Homemade","jajanan-pasar","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Kue Talam","jajanan-pasar","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Bihun Gulung","jajanan-pasar","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Wedang Angsle","jajanan-pasar","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"Telur Gulung","jajanan-pasar","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Choi Pan","jajanan-pasar","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Pisang Gulung","jajanan-pasar","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Lontong Medan","jajanan-pasar","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0"
"Pisang Goreng Madu","jajanan-pasar","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Cibay Pedas","jajanan-pasar","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Timus Singkong","jajanan-pasar","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Cucuru Bayao","jajanan-pasar","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"Pisang Goreng Pontianak","jajanan-pasar","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Sekoteng","jajanan-pasar","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Kue Mendut","jajanan-pasar","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Rondo Royal (Tape Goreng)","jajanan-pasar","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Lupis","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Kacang Telur","jajanan-pasar","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0"
"Kue Cubit Green Tea","jajanan-pasar","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Cilok Isi Kuah","jajanan-pasar","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Pisang Epe","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Rempeyek Kacang Tanah","jajanan-pasar","1.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Es Susu Pop Ice Mambo","jajanan-pasar","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"Kacang Disco","jajanan-pasar","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jasuke","jajanan-pasar","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0"
"Kue Sakura (Bolu)","jajanan-pasar","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0"
"Sala Lauak","jajanan-pasar","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Biji Salak","jajanan-pasar","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Semar Mendem","jajanan-pasar","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Kulit Pangsit","jajanan-pasar","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Gandasturi","jajanan-pasar","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0"
"Martabak Mesir","jajanan-pasar","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Corndog","jajanan-pasar","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Biji Ketapang","jajanan-pasar","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Kacang Bawang","jajanan-pasar","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Kembang Goyang","jajanan-pasar","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Timus Ubi","jajanan-pasar","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Peyek Udang","jajanan-pasar","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Lumpia Basah","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Bubur Manado","jajanan-pasar","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Barongko","jajanan-pasar","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Keripik Bawang","jajanan-pasar","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Keripik Pisang","jajanan-pasar","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Cilok","jajanan-pasar","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Getuk Goreng","jajanan-pasar","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Arem-Arem","jajanan-pasar","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0"
"Es Gabus","jajanan-pasar","0.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Carang Gesing","jajanan-pasar","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Bubur Ketan Hitam","jajanan-pasar","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0"
"Kue Mangkok","jajanan-pasar","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0"
"Kue Pukis Coklat (Pancong)","jajanan-pasar","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Cenil","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0"
"Dadar Gulung Isi Kelapa","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Bubur Kacang Hijau","jajanan-pasar","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Cheese Stick (Stik Keju)","jajanan-pasar","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Cireng Isi","jajanan-pasar","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0"
"Bakpia Teflon Khas Yogyakarta","jajanan-pasar","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Pisang Bakar Penyet","jajanan-pasar","0.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Bubur Sumsum","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Onde-Onde Ketawa","jajanan-pasar","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Bola Bola Coklat (Truffle)","jajanan-pasar","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0"
"Jenang Gempol","jajanan-pasar","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Bubur Mutiara","jajanan-pasar","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0"
"Lumpia Rebung","jajanan-pasar","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Terang Bulan","jajanan-pasar","1.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Martabak Bandung","jajanan-pasar","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Samosa","jajanan-pasar","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0"
"Risoles Mayo","jajanan-pasar","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Misoa Goreng","jajanan-pasar","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Perkedel Bondon","jajanan-pasar","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0"
"Bubur Candil","jajanan-pasar","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Amparan Tatak","jajanan-pasar","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"Ketan Durian","jajanan-pasar","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Pisang Goreng Kipas","jajanan-pasar","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0"
"Rujak Cuka","jajanan-pasar","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Rujak Cireng","jajanan-pasar","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Colenak","jajanan-pasar","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Singkong Keju","jajanan-pasar","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Ketan Susu","jajanan-pasar","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Cakwe","jajanan-pasar","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Lumpia Semarang","jajanan-pasar","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0"
"Kue Putu Bambu","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"Tteokbokki","jajanan-pasar","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Bakpao","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0"
"Bubur Kampiun","jajanan-pasar","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Lumpia Sayur Goreng","jajanan-pasar","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"Pisang Coklat Lumer (Piscok)","jajanan-pasar","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0"
"Makaroni Telur (Maklor)","jajanan-pasar","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Cimol","jajanan-pasar","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Martabak Telur","jajanan-pasar","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0"
"Gemblong Ketan Hitam","jajanan-pasar","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Gemblong Ketan Putih","jajanan-pasar","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0"
"Pisang Molen","jajanan-pasar","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Puding Chocolatos","puding-jeli","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Panna Cotta Strawberry","puding-jeli","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"Puding Alpukat","puding-jeli","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0"
"Butterscotch Pudding","puding-jeli","1.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Puding Mozaik","puding-jeli","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0"
"Kembang Tahu Wedang (Tahok)","puding-jeli","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Puding Tape Ketan","puding-jeli","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0"
"Puding Coklat Susu","puding-jeli","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0"
"Puding Lumut","puding-jeli","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Puding Buah Naga","puding-jeli","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Puding Kelapa Muda","puding-jeli","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0"
"Puding Pepaya","puding-jeli","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0"
"Puding Ombre Ubi Ungu","puding-jeli","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Silky Puding","puding-jeli","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0"
"Puding Oreo","puding-jeli","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Puding Strawberry","puding-jeli","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"Puding Sutra","puding-jeli","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0"
"Puding Casablanca Pandan Coklat","puding-jeli","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Puding Karamel (Caramel Custard Pudding)","puding-jeli","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0"
"Puding Regal Kopi","puding-jeli","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0"
"Puding Labu","puding-jeli","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0"
"Puding Telor Ceplok","puding-jeli","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Puding Susu","puding-jeli","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Es Lilin Nutrijel Pelangi","puding-jeli","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Vla Puding Buah","puding-jeli","0.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Pudot (Puding Sedot)","puding-jeli","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0"
"Puding Mangga","puding-jeli","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"Puding Santan (Gula Merah)","puding-jeli","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Rempeyek Teri","keripik-kerupuk","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0"
"Keripik Bayam","keripik-kerupuk","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0"
"Keripik Singkong","keripik-kerupuk","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"Rengginang","keripik-kerupuk","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"Kerupuk Udang","keripik-kerupuk","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"Kentang Mustofa","keripik-kerupuk","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0"
"Kerupuk Nasi","keripik-kerupuk","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"Keripik Singkong Balado","keripik-kerupuk","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0"
"Coffee Jelly","buah-minuman","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Es Kopi Susu","buah-minuman","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0"
"King Mango Thai","buah-minuman","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"Sale Pisang","buah-minuman","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0"
"Dalgona Coffee","buah-minuman","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0"
"Es Krim Strawberry","buah-minuman","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0"
"Dalgona Milo","buah-minuman","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0"
"MPASI 6 Bulan (Bubur Kabocha)","buah-minuman","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0"
"Teh Susu Telur (Talua) Khas Medan","buah-minuman","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0"
"Es Alpukat","buah-minuman","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"Jus Buah Naga Stroberi","buah-minuman","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0"
"Cappucino Cincau","buah-minuman","0.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"Mango Sago","buah-minuman","0.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0"
"Rujak Mangga Muda","buah-minuman","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0"
